best m,c is 1.780000,14.470000 with error 16.654718 in direction 0
best m,c is 1.780000,14.480000 with error 16.650839 in direction 0
best m,c is 1.780000,14.490000 with error 16.646964 in direction 0
best m,c is 1.780000,14.500000 with error 16.643095 in direction 0
best m,c is 1.780000,14.510000 with error 16.639231 in direction 0
best m,c is 1.780000,14.520000 with error 16.635372 in direction 0
best m,c is 1.780000,14.530000 with error 16.631518 in direction 0
best m,c is 1.780000,14.540000 with error 16.627669 in direction 0
best m,c is 1.770000,14.550000 with error 16.623734 in direction 7
best m,c is 1.770000,14.560000 with error 16.619591 in direction 0
best m,c is 1.770000,14.570000 with error 16.615454 in direction 0
best m,c is 1.770000,14.580000 with error 16.611322 in direction 0
best m,c is 1.770000,14.590000 with error 16.607195 in direction 0
best m,c is 1.770000,14.600000 with error 16.603073 in direction 0
best m,c is 1.770000,14.610000 with error 16.598956 in direction 0
best m,c is 1.770000,14.620000 with error 16.594843 in direction 0
best m,c is 1.770000,14.630000 with error 16.590736 in direction 0
best m,c is 1.770000,14.640000 with error 16.586634 in direction 0
best m,c is 1.770000,14.650000 with error 16.582537 in direction 0
best m,c is 1.770000,14.660000 with error 16.578445 in direction 0
